id,state-compile-time,state-run-time,jdk-weave-time,jdk-run-compile,jdk-run-time,total-state-time(wo/JDK),total-state-time(w/JDK),total-state-time(w/JDK+DSI),only-dsi-time(seq)
00107,159.325,17.470,0,0,0,176.795,176.795,176.795,4324.451
00108,156.186,16.954,0,0,0,173.140,173.140,173.140,4313.391
00109,158.421,17.786,0,0,0,176.207,176.207,176.207,4301.216
00110,159.378,17.368,0,0,0,176.746,176.746,176.746,603.488
00111,156.172,23.107,0,0,0,179.279,179.279,179.279,2220.541
00112,163.239,16.155,0,0,0,179.394,179.394,179.394,6589.731
00113,159.826,21.684,0,0,0,181.510,181.510,181.510,2209.820
00118,156.188,21.685,0,0,0,177.873,177.873,2374.958,2197.085
00119,156.399,17.065,0,0,0,173.464,173.464,173.464,365.547
00120,157.224,16.631,0,0,0,173.855,173.855,173.855,142.735
00121,154.237,19.653,0,0,0,173.890,173.890,173.890,245.300
00122,152.528,19.432,0,0,0,171.960,171.960,171.960,238.209
00123,152.067,20.008,0,0,0,172.075,172.075,172.075,238.570
00124,158.456,18.274,0,0,0,176.730,176.730,176.730,50.823
00125,161.894,14.671,0,0,0,176.565,176.565,176.565,243.162
00126,158.778,13.628,164.328,38.253,5.170,172.406,380.157,428.088,47.931
00127,156.679,16.912,0,0,0,173.591,173.591,173.591,261.607
00128,155.771,17.463,0,0,0,173.234,173.234,173.234,254.465
00129,159.437,15.711,173.759,72.477,13.627,175.148,435.011,691.248,256.237
00130,158.877,16.129,0,0,0,175.006,175.006,175.006,5912.248
00131,163.166,13.733,0,0,0,176.899,176.899,176.899,6767.222
00132,162.413,13.949,0,0,0,176.362,176.362,176.362,6737.585
00133,155.533,17.323,0,0,0,172.856,172.856,172.856,6773.906
00134,157.152,19.233,0,0,0,176.385,176.385,176.385,5921.511
00135,151.328,19.173,0,0,0,170.501,170.501,170.501,6791.368
00136,151.783,21.696,0,0,0,173.479,173.479,173.479,6742.491
00137,146.843,24.332,0,0,0,171.175,171.175,171.175,374.599
00138,155.837,20.003,0,0,0,175.840,175.840,175.840,355.582
00139,160.405,16.652,0,0,0,177.057,177.057,177.057,5841.562
00140,152.156,17.684,0,0,0,169.840,169.840,169.840,6717.286
