id,state-compile-time,state-run-time,jdk-weave-time,jdk-run-compile,jdk-run-time,total-state-time(wo/JDK),total-state-time(w/JDK),total-state-time(w/JDK+DSI),only-dsi-time(seq)
00292,53.648,15.583,0,0,0,69.231,69.231,69.231,45.531
00294,47.980,7.815,0,0,0,55.795,55.795,96.785,40.990
00295,55.061,15.274,0,0,0,70.335,70.335,78.179,7.844
00296,41.392,21.820,0,0,0,63.212,63.212,63.212,19.583
00297,45.792,21.977,0,0,0,67.769,67.769,67.769,22.525
00298,47.187,20.615,0,0,0,67.802,67.802,67.802,10.176
00299,44.709,20.520,0,0,0,65.229,65.229,87.348,22.119
00300,47.703,19.685,0,0,0,67.388,67.388,80.468,13.080
00301,48.159,17.813,0,0,0,65.972,65.972,65.972,10.040
00302,47.806,18.202,0,0,0,66.008,66.008,66.008,19.404
00303,48.009,20.940,0,0,0,68.949,68.949,68.949,10.156
00304,45.612,21.065,0,0,0,66.677,66.677,66.677,17.686
00305,54.198,18.335,0,0,0,72.533,72.533,72.533,18.679
00306,50.905,18.462,0,0,0,69.367,69.367,80.513,11.146
00307,53.436,15.941,0,0,0,69.377,69.377,69.377,10.107
00308,49.637,18.071,0,0,0,67.708,67.708,67.708,10.045
00309,51.215,17.387,0,0,0,68.602,68.602,68.602,294.534
00310,52.668,15.908,0,0,0,68.576,68.576,68.576,27.563
00311,43.178,20.643,0,0,0,63.821,63.821,63.821,283.231
00312,53.862,18.279,0,0,0,72.141,72.141,307.685,235.544
00313,55.581,15.034,0,0,0,70.615,70.615,70.615,25.447
00314,54.801,16.680,0,0,0,71.481,71.481,71.481,270.387
00315,54.756,15.377,0,0,0,70.133,70.133,70.133,24.245
00316,54.770,16.359,0,0,0,71.129,71.129,71.129,270.709
00317,53.914,16.909,0,0,0,70.823,70.823,70.823,261.249
00318,53.312,16.271,0,0,0,69.583,69.583,69.583,15.035
00319,54.469,17.765,0,0,0,72.234,72.234,274.245,202.011
00320,48.057,6.833,0,0,0,54.890,54.890,107.516,52.626
00321,52.700,16.954,0,0,0,69.654,69.654,69.654,24.531
00322,58.182,15.840,0,0,0,74.022,74.022,74.022,14.894
00323,53.223,15.124,0,0,0,68.347,68.347,68.347,231.881
00324,54.815,17.190,0,0,0,72.005,72.005,72.005,13.567
00325,54.186,17.035,0,0,0,71.221,71.221,71.221,17.467
00326,53.503,22.774,0,0,0,76.277,76.277,76.277,10.080
00327,56.654,15.625,0,0,0,72.279,72.279,72.279,32.543
00328,53.728,20.025,0,0,0,73.753,73.753,73.753,41.239
00329,54.601,21.975,0,0,0,76.576,76.576,76.576,32.281
00330,53.308,19.803,0,0,0,73.111,73.111,113.648,40.537
00331,54.776,16.025,0,0,0,70.801,70.801,90.015,19.214
00332,55.510,22.485,0,0,0,77.995,77.995,110.240,32.245
00333,54.096,22.001,0,0,0,76.097,76.097,76.097,39.202
00334,49.635,28.461,0,0,0,78.096,78.096,78.096,32.285
00336,46.424,24.904,0,0,0,71.328,71.328,71.328,39.090
00337,48.695,26.363,0,0,0,75.058,75.058,75.058,38.306
00338,48.237,21.822,0,0,0,70.059,70.059,86.205,16.146
00339,45.792,25.340,0,0,0,71.132,71.132,103.348,32.216
00340,46.672,20.782,0,0,0,67.454,67.454,67.454,10.073
00341,51.165,17.364,0,0,0,68.529,68.529,68.529,6.646
00342,52.080,16.166,0,0,0,68.246,68.246,68.246,6.976
00343,55.204,16.630,0,0,0,71.834,71.834,104.601,32.767
00344,50.732,15.714,0,0,0,66.446,66.446,66.446,7.219
00345,52.547,16.590,0,0,0,69.137,69.137,69.137,6.725
00346,51.607,16.331,0,0,0,67.938,67.938,67.938,6.276
00347,55.405,18.065,0,0,0,73.470,73.470,103.713,30.243
00348,47.981,6.848,0,0,0,54.829,54.829,60.633,5.804
00349,50.570,17.807,0,0,0,68.377,68.377,68.377,5.951
00350,59.583,15.434,0,0,0,75.017,75.017,75.017,232.342
00351,51.108,15.077,0,0,0,66.185,66.185,82.908,16.723
00353,58.692,16.287,0,0,0,74.979,74.979,92.176,17.197
00355,51.908,17.829,0,0,0,69.737,69.737,569.726,499.989
00356,50.116,18.693,0,0,0,68.809,68.809,600.338,531.529
00358,53.002,18.050,0,0,0,71.052,71.052,71.052,463.234
00359,52.217,17.560,0,0,0,69.777,69.777,541.747,471.970
00360,49.307,17.582,0,0,0,66.889,66.889,556.073,489.184
00361,48.958,17.590,0,0,0,66.548,66.548,66.548,441.331
00363,50.715,18.286,0,0,0,69.001,69.001,69.001,9.812
00364,50.501,17.170,0,0,0,67.671,67.671,67.671,10.147
00365,53.709,16.296,0,0,0,70.005,70.005,70.005,18.529
00366,50.840,18.593,0,0,0,69.433,69.433,114.597,45.164
00367,52.734,17.368,0,0,0,70.102,70.102,70.102,8.509
00368,52.451,17.354,0,0,0,69.805,69.805,69.805,8.178
00369,51.580,16.009,0,0,0,67.589,67.589,82.439,14.850
00370,53.312,15.620,0,0,0,68.932,68.932,83.778,14.846
00371,53.829,15.810,0,0,0,69.639,69.639,69.639,6.669
00372,50.446,15.789,0,0,0,66.235,66.235,66.235,6.676
00373,52.966,14.949,0,0,0,67.915,67.915,67.915,6.714
00374,53.243,15.142,0,0,0,68.385,68.385,68.385,6.687
00375,48.406,19.211,0,0,0,67.617,67.617,117.608,49.991
00376,47.540,19.814,0,0,0,67.354,67.354,67.354,49.504
00377,53.365,16.239,0,0,0,69.604,69.604,69.604,14.596
00378,54.179,14.272,0,0,0,68.451,68.451,68.451,80.035
00381,54.113,18.379,0,0,0,72.492,72.492,72.492,14.703
00382,54.730,17.963,0,0,0,72.693,72.693,87.442,14.749
00383,54.682,17.906,0,0,0,72.588,72.588,87.380,14.792
00384,51.905,13.603,0,0,0,65.508,65.508,145.527,80.019
00386,51.090,13.032,0,0,0,64.122,64.122,64.122,80.028
00387,51.567,13.003,0,0,0,64.570,64.570,64.570,140.795
00388,48.704,21.009,0,0,0,69.713,69.713,69.713,173.631
00389,45.115,20.021,0,0,0,65.136,65.136,65.136,80.142
00391,50.881,20.971,0,0,0,71.852,71.852,255.261,183.409
TOTAL,13396.726,4539.131,408.873,85.617,41.862,17935.857,18472.209,29874.321,41266.978
AVG,52.536,17.800,1.603,.335,.164,70.336,72.440,117.154,161.831
