spec,tests-with-perturb,total-tests
00037,2,28
00039,2,28
00041,2,20
00043,2,20
00046,2,20
00048,2,39
00049,2,20
00050,2,34
00051,2,20
00054,2,20
00066,2,32
00067,2,20
00084,2,30
00085,1,32
00114,4,28
00133,4,28
00151,4,28
00167,4,28
00182,4,28
00196,4,28
