spec,tests-with-perturb,total-tests
00039,1,51
00040,1,49
00043,2,49
00064,1,14
00079,1,14
00080,1,15
00081,2,17
00082,1,17
00083,2,15
00084,2,15
00085,1,17
00092,1,11
00110,1,14
00119,1,14
00125,1,14
00135,1,13
00136,1,13
00137,1,13
00138,2,13
00139,2,13
00140,2,13
00141,2,13
00142,1,2
00143,2,6
00145,2,7
00146,2,7
00147,2,7
00150,2,6
00152,2,6
00153,2,7
00154,1,3
00262,1,17
00263,1,17
00264,1,18
00265,1,17
00266,1,17
00267,1,17
00269,1,11
00319,1,16
00323,1,19
