spec,tests-with-perturb,total-tests
00001,2,6
00002,2,6
00014,1,4
00017,1,2
00019,1,4
00020,1,2
00023,2,5
00024,2,5
00025,4,10
00026,2,5
00027,2,5
00036,7,24
00037,7,27
00038,7,19
00041,2,4
00042,2,4
00078,7,7
00081,2,7
00089,8,14
00104,2,2
00116,3,4
00121,2,8
00123,3,5
00139,6,9
00140,2,3
00141,2,3
00145,1,1
00160,2,7
00162,3,4
00164,9,32
00166,2,2
00168,4,34
00195,2,4
00202,2,4
00207,3,3
00208,2,4
00211,2,4
00217,2,5
00218,2,5
00219,2,4
00227,3,5
00282,15,17
00283,15,17
00290,9,12
