https://github.com/anba/es6draft.git c62595806506ef2fe4c28793855ad6552f94ed8f anba.es6draft
https://github.com/antlr/antlrworks.git 660ba1d3e3d5741213c3ca9f065dc6428ed424b1 antlr.antlrworks
https://github.com/apache/commons-bcel.git 24014e5eabb321adf276f90599bddedb018e88aa bcel
https://github.com/osiam/connector4java.git e90425192ca7b77c24f3568ec06a8ac824c83d81 connector4java
https://github.com/EsotericSoftware/yamlbeans.git 2ccfbd9d57d21e821fcfa118c5ac197d5faab8df EsotericSoftware.yamlbeans
https://github.com/hoverruan/weiboclient4j.git 6ca0c73f77f10d8ec1fed2c768c719dcf9ea7fc5 hoverruan.weiboclient4j
https://github.com/jbossas/jboss-dmr.git c7d7c1f1f116eb4107c13b98985eaffff5ecf99b jbossas.jboss-dmr
https://github.com/jnr/jnr-posix.git b2cc7b52a82b266c12db6f472ceb4c2360cda134 jnr.jnr-posix
https://github.com/JodaOrg/joda-time.git cc35fb2e6e106031fdbf1d1c2be5da6a9eb67c38 joda-time
https://github.com/jscep/jscep.git a224cc25369831c26231b47767485af1abfbe270 jscep.jscep
https://github.com/JSQLParser/JSqlParser.git 001d665d32c6df5a136b1955f4413e6648064811 JSqlParser
https://github.com/junit-team/junit.git 1d63100e6d69f448a3afb4571e9915cb9439fe1d junit
https://github.com/lastfm/musicbrainz-data.git 072b1bf39ecb2623c40772ec5f1d6d51d998765c lastfm.musicbrainz-data
https://github.com/logstash/logstash-logback-encoder.git 287f1b77838d7fbf01080f691374ee68c7aed5e8 logback-encoder
https://github.com/mpatric/mp3agic.git 99fa154531f640975915024b814f380f3a6be2f1 mpatric.mp3agic
https://github.com/OpenGamma/ElSql.git db6c6d0741499c55b7c457e5eb9cebbf2df24a98 OpenGamma.ElSql
https://github.com/romix/java-concurrent-hash-trie-map.git 1810db51acdb1c8b7048643b460c526933c95dae romix.java-concurrent-hash-trie-map
https://github.com/rschreijer/lutung.git 02fe378ef719ee813e995bd6cda0741f5802eda7 rschreijer.lutung
https://github.com/ryanbrainard/axiom.git 04637dc76bd5630af334d650b6266f25cdd88212 ryanbrainard.axiom
https://github.com/tbuktu/ntru.git 8126929e32d00ed321e836e0792145dcbb6516df tbuktu.ntru
https://github.com/timmolter/Yank.git 4d7dfd63e681fedc13def9201d6dfb28653ff373 timmolter.Yank
