00001,unknown
00002,spurious
00003,spurious
00004,spurious
00005,spurious
00006,spurious
00007,spurious
00008,spurious
00009,spurious
00010,unknown
00011,unknown
00012,unknown
00013,unknown
00014,spurious
00015,spurious
00016,spurious
00017,spurious
00018,spurious
00019,spurious
00020,spurious
00021,spurious
00022,unknown
00023,unknown
00024,spurious
00025,unknown
00026,spurious
00027,
00028,
00029,spurious
00030,spurious
00031,spurious
00032,spurious
00033,spurious
00034,spurious
00035,spurious
00036,spurious
00037,spurious
00038,spurious
00039,spurious
00040,spurious
00041,spurious
00042,spurious
00043,spurious
00044,unknown
00045,unknown
00046,unknown
00047,unknown
00048,spurious
00049,unknown
00050,spurious
00051,
00052,
00053,unknown
00054,unknown
00055,spurious
00056,spurious
00057,unknown
00058,
00059,
00060,spurious
00061,spurious
00062,spurious
00063,spurious
00064,spurious
00065,spurious
00066,spurious
00067,spurious
00068,true
00069,
00070,spurious
00071,spurious
00072,unknown
00073,unknown
00074,unknown
00075,
00076,unknown
00077,unknown
00078,unknown
00079,spurious
00080,unknown
00081,unknown
00082,unknown
00083,unknown
00084,unknown
00085,unknown
00086,unknown
00087,unknown
00088,unknown
00089,unknown
00090,unknown
00091,unknown
00092,spurious
00093,spurious
00094,unknown
00095,spurious
00096,spurious
00097,unknown
00098,
00099,spurious
00100,spurious
00101,unknown
00102,
00103,
00104,
00105,
00106,
00107,
00108,spurious
00109,spurious
00110,spurious
00111,spurious
00112,spurious
00113,spurious
00114,
00115,spurious
00116,spurious
00117,unknown
00118,spurious
00119,spurious
00120,unknown
00121,unknown
00122,
00123,unknown
00124,unknown
00125,spurious
00126,spurious
00127,true
00128,true
00129,spurious
00130,spurious
00131,spurious
00132,true
00133,spurious
00134,spurious
00135,spurious
00136,spurious
00137,spurious
00138,spurious
00139,spurious
00140,spurious
00141,spurious
00142,spurious
00143,spurious
00144,
00145,spurious
00146,spurious
00147,spurious
00148,
00149,
00150,spurious
00151,
00152,spurious
00153,spurious
00154,spurious
00155,spurious
00156,spurious
00157,spurious
00158,spurious
00159,spurious
00160,spurious
00161,spurious
00162,spurious
00163,spurious
00164,unknown
00165,
00166,spurious
00167,spurious
00168,spurious
00169,spurious
00170,
00171,
00172,spurious
00173,spurious
00174,unknown
00175,
00176,spurious
00177,spurious
00178,spurious
00179,spurious
00180,spurious
00181,spurious
00182,unknown
00183,
00184,spurious
00185,spurious
00186,spurious
00187,spurious
00188,unknown
00189,
00190,spurious
00191,
00192,
00193,
00194,spurious
00195,spurious
00196,spurious
00197,
00198,spurious
00199,spurious
00200,spurious
00201,spurious
00202,spurious
00203,spurious
00204,unknown
00205,unknown
00206,
00207,true
00208,
00209,unknown
00210,spurious
00211,spurious
00212,spurious
00213,spurious
00214,
00215,
00216,
00217,
00218,
00219,
00220,
00221,
00222,unknown
00223,
00224,
00225,
00226,spurious
00227,
00228,
00229,unknown
00230,unknown
00231,
00232,
00233,spurious
00234,spurious
00235,spurious
00236,spurious
00237,
00238,spurious
00239,spurious
00240,spurious
00241,spurious
00242,spurious
00243,spurious
00244,spurious
00245,spurious
00246,spurious
00247,spurious
00248,spurious
00249,spurious
00250,spurious
00251,spurious
00252,spurious
00253,spurious
00254,spurious
00255,spurious
00256,spurious
00257,spurious
00258,unknown
00259,
00260,true
00261,
00262,unknown
00263,unknown
00264,unknown
00265,unknown
00266,unknown
00267,unknown
00268,unknown
00269,spurious
00270,unknown
00271,unknown
00272,unknown
00273,unknown
00274,unknown
00275,unknown
00276,spurious
00277,unknown
00278,spurious
00279,unknown
00280,spurious
00281,unknown
00282,
00283,spurious
00284,spurious
00285,unknown
00286,spurious
00287,spurious
00288,true
00289,true
00290,spurious
00291,spurious
00292,spurious
00293,unknown
00294,true
00295,spurious
00296,spurious
00297,spurious
00298,spurious
00299,spurious
00300,spurious
00301,spurious
00302,spurious
00303,spurious
00304,spurious
00305,spurious
00306,spurious
00307,spurious
00308,spurious
00309,spurious
00310,spurious
00311,spurious
00312,spurious
00313,spurious
00314,spurious
00315,spurious
00316,spurious
00317,spurious
00318,spurious
00319,spurious
00320,true
00321,spurious
00322,unknown
00323,spurious
00324,spurious
00325,spurious
00326,spurious
00327,spurious
00328,spurious
00329,spurious
00330,spurious
00331,spurious
00332,spurious
00333,spurious
00334,spurious
00335,
00336,spurious
00337,spurious
00338,spurious
00339,spurious
00340,spurious
00341,spurious
00342,spurious
00343,spurious
00344,spurious
00345,spurious
00346,spurious
00347,spurious
00348,true
00349,spurious
00350,unknown
00351,unknown
00352,unknown
00353,unknown
00354,unknown
00355,spurious
00356,spurious
00357,
00358,spurious
00359,spurious
00360,spurious
00361,spurious
00362,
00363,spurious
00364,spurious
00365,spurious
00366,spurious
00367,spurious
00368,spurious
00369,unknown
00370,unknown
00371,spurious
00372,spurious
00373,spurious
00374,spurious
00375,spurious
00376,spurious
00377,spurious
00378,spurious
00379,unknown
00380,
00381,spurious
00382,spurious
00383,spurious
00384,spurious
00385,
00386,spurious
00387,spurious
00388,spurious
00389,spurious
00390,spurious
00391,spurious
